iter	Logloss
166	0.08063917087
167	0.08060819687
168	0.08058583976
169	0.08056250444
170	0.08054752918
171	0.08053374805
172	0.08052068256
173	0.08050698116
174	0.08047564037
175	0.08044655175
176	0.08041316222
177	0.08036673747
178	0.08035238694
179	0.08032308003
180	0.08030183202
181	0.08027143416
182	0.08024105951
183	0.08020551608
184	0.08018799564
185	0.08016102577
186	0.08013256982
187	0.08009986299
188	0.08006944922
189	0.08005413712
190	0.08003210113
191	0.08001933156
192	0.08000719414
193	0.07999711501
194	0.07997147591
195	0.07995395728
196	0.07994157975
197	0.07992457866
198	0.07988080891
199	0.07986745673
200	0.07984537741
201	0.07982435899
202	0.07980969323
203	0.07979945377
204	0.07976514872
205	0.07974179813
206	0.07971407836
207	0.0797040336
208	0.07968095975
209	0.07965127604
210	0.07964081696
211	0.07962616153
212	0.07960921218
213	0.07957439375
214	0.07954613035
215	0.07953089811
216	0.07951388927
217	0.07948296979
218	0.07945595384
219	0.07944591977
220	0.0794347547
221	0.07941911081
222	0.07941303913
223	0.07940058891
224	0.07938633871
225	0.07936105691
226	0.07933838913
227	0.07931286105
228	0.07929769087
229	0.07928445253
230	0.07927383335
231	0.07925717657
232	0.07925045514
233	0.07922823225
234	0.07920881889
235	0.07918926
236	0.07917759646
237	0.07917098401
238	0.07915790094
239	0.07914160201
240	0.07912903051
241	0.07910915149
242	0.07908950735
243	0.07908407383
244	0.07907496498
245	0.07906691783
246	0.07905840157
247	0.07905276316
248	0.07903975629
249	0.07902136493
250	0.07899335204
251	0.07898228395
252	0.07897174855
253	0.07896142829
254	0.07895480989
255	0.07895091138
256	0.07894144173
257	0.07893278595
258	0.07891970439
259	0.07891216771
260	0.07890652057
261	0.07889446293
262	0.07888586669
263	0.07887438436
264	0.07885541241
265	0.07885074775
266	0.07884072497
267	0.07883113891
268	0.07881925013
269	0.07881289525
270	0.07880434378
271	0.07879523644
272	0.07878745722
273	0.07878365334
274	0.07877081169
275	0.07875676869
276	0.07874617389
277	0.07873586807
278	0.07871981378
279	0.07871301485
280	0.07870136657
281	0.07869148247
282	0.07868180711
283	0.07867210502
284	0.07865570903
285	0.07865060046
286	0.07864204197
287	0.07863821801
288	0.07862784987
289	0.07861447001
290	0.07860721143
291	0.07859491315
292	0.07858371826
293	0.07857770617
294	0.07856097265
295	0.07855350954
296	0.07854544335
297	0.07854032377
298	0.07853484204
299	0.07851440192
300	0.07850124472
301	0.07849177295
302	0.07848261922
303	0.07847554141
304	0.07847097339
305	0.07845391221
306	0.07843498948
307	0.07841746028
308	0.07840890049
309	0.07839467836
310	0.07838531064
311	0.07836859172
312	0.0783581503
313	0.07835393663
314	0.07834184025
315	0.07831875626
316	0.07831032897
317	0.07828992828
318	0.07828384014
319	0.07827309287
320	0.0782666123
321	0.07825823841
322	0.07825077525
323	0.07824018972
324	0.07823307762
325	0.07822921943
326	0.07822200516
327	0.07821369792
328	0.07821014979
329	0.07819899207
330	0.07819569978
331	0.07819030611
332	0.07818499127
333	0.078175836
334	0.07816940799
335	0.07816643796
336	0.07815927352
337	0.07815272068
338	0.07814980559
339	0.07813554762
340	0.07812929587
341	0.07811745736
342	0.07809400079
343	0.0780798697
344	0.07807264441
345	0.07806538941
346	0.07805739692
347	0.07804555799
348	0.0780382622
349	0.07803017942
350	0.07802237323
351	0.07801646062
352	0.07801139425
353	0.07800697822
354	0.07800164888
355	0.07799849837
356	0.07799565776
357	0.07799138872
358	0.07798562505
359	0.07797592299
360	0.07797068591
361	0.07796544187
362	0.07795820868
363	0.077955815
364	0.07795043639
365	0.0779404239
366	0.07793616385
367	0.07792619539
368	0.07792152555
369	0.07791524247
370	0.07791273397
371	0.07790375478
372	0.07789305117
373	0.07788674578
374	0.07787710123
375	0.07787229077
376	0.07786807944
377	0.07786407572
378	0.07785002768
379	0.07784184132
380	0.07783534919
381	0.07783102223
382	0.07781290272
383	0.07780714906
384	0.07779343995
385	0.07776975649
386	0.07776615708
387	0.07776212763
388	0.07775058052
389	0.07774628427
390	0.077740217
391	0.07773813458
392	0.07773622493
393	0.07773449304
394	0.07773101109
395	0.07772444195
396	0.07772067285
397	0.07771351188
398	0.07769459923
399	0.07768520333
400	0.07767896032
401	0.07767330675
402	0.07765282618
403	0.07764587468
404	0.07764093317
405	0.07762296591
406	0.07759704463
407	0.07759064173
408	0.07758500394
409	0.07757969822
410	0.07757499003
411	0.07757106524
412	0.07756260413
413	0.07755693645
414	0.07755059375
415	0.07754713305
416	0.07754545582
417	0.077539501
418	0.07753613551
419	0.07752267131
420	0.07751719196
421	0.07749779165
422	0.07747728841
423	0.07746558378
424	0.07745807487
425	0.07745027515
426	0.07744620565
427	0.07743896291
428	0.07743745518
429	0.07741951289
430	0.0774165636
431	0.07741472604
432	0.07740689373
433	0.0773912483
434	0.07738858052
435	0.07738692446
436	0.07738292277
437	0.07737762057
438	0.07735830743
439	0.07733687349
440	0.07732491951
441	0.07731955859
442	0.07731056174
443	0.07730227312
444	0.07728489628
445	0.0772718596
446	0.07726661816
447	0.07724925478
448	0.07724351523
449	0.07723004904
450	0.07721690903
451	0.07720345372
452	0.07718871704
453	0.07717564028
454	0.07715995284
455	0.07714520904
456	0.07713339514
457	0.07711817587
458	0.07710760434
459	0.07708823203
460	0.07707630586
461	0.07706564597
462	0.07705406959
463	0.0770477135
464	0.07703592784
465	0.07702115795
466	0.07700905926
467	0.07699853936
468	0.07698677565
469	0.07697455998
470	0.07696281818
471	0.0769484877
472	0.07693071242
473	0.0769223903
474	0.07690974331
475	0.07689775437
476	0.07688928882
477	0.076884223
478	0.07687717885
479	0.07686094796
480	0.07683795238
481	0.07683082917
482	0.07681328389
483	0.07679965558
484	0.076786988
485	0.07677556497
486	0.0767648554
487	0.07675533222
488	0.0767480727
489	0.07673727071
490	0.07673100542
491	0.07671889965
492	0.07670846519
493	0.07669972867
494	0.07669147798
495	0.07666843948
496	0.0766599512
497	0.07665293882
498	0.07664392296
499	0.07663180477
500	0.07662271783
501	0.07660924303
502	0.07659825619
503	0.07658905097
504	0.07657828268
505	0.07656647663
506	0.07655983583
507	0.0765543514
508	0.07654461729
509	0.07654318014
510	0.07653804548
511	0.07653222735
512	0.07652145173
513	0.07651725918
514	0.07651567775
515	0.0765051967
516	0.07650196647
517	0.07649985376
518	0.07649391504
519	0.07648347747
520	0.07647642898
521	0.07646888183
522	0.0764669836
523	0.07646571082
524	0.0764562056
525	0.07645206897
526	0.07644446912
527	0.07643998338
528	0.07643998113
529	0.07643716365
530	0.07643192603
531	0.07642932505
532	0.07642594045
533	0.07641901479
534	0.07641522864
535	0.07640556883
536	0.0764038165
537	0.07639941474
538	0.07639785752
539	0.0763969053
540	0.07638750345
541	0.07637947032
542	0.07637512981
543	0.07636682536
544	0.07636677182
545	0.07636267166
546	0.07635635788
547	0.07634917119
548	0.07634328234
549	0.07633903595
550	0.07632896641
551	0.07632893344
552	0.0763252294
553	0.07632228451
554	0.07631370157
555	0.07630961641
556	0.07630392918
557	0.07630330785
558	0.07630330547
559	0.0762992857
560	0.07629729265
561	0.07629237876
562	0.07628718502
563	0.07628074702
564	0.07627718129
565	0.07627099871
566	0.07626984829
567	0.0762617273
568	0.07625643571
569	0.07625476934
570	0.07625002959
571	0.07624837667
572	0.07624361422
573	0.07623056647
574	0.07622445436
575	0.07622268547
576	0.07621858672
577	0.07620475341
578	0.07620329404
579	0.07619656509
580	0.07619272381
581	0.07618102467
582	0.07617141887
583	0.07616733528
584	0.07615195522
585	0.07614812556
586	0.07614431232
587	0.07613327211
588	0.07612759705
589	0.0761094153
590	0.07610123093
591	0.0760923932
592	0.07608402169
593	0.07607938306
594	0.07607573432
595	0.07607095424
596	0.07606103899
597	0.07605598163
598	0.0760524205
599	0.07605048691
600	0.07604256905
601	0.07603663646
602	0.07603146502
603	0.07602876465
604	0.07602384447
605	0.07601419678
606	0.07601206632
607	0.07600291791
608	0.07599724968
609	0.07599413962
610	0.07599144656
611	0.07599019231
612	0.07597961876
613	0.0759683897
614	0.07595801211
615	0.07594905483
616	0.07594175021
617	0.07593577672
618	0.07593277195
619	0.07592288122
620	0.07591023712
621	0.07590672631
622	0.07589918993
623	0.0758975162
624	0.07589406497
625	0.07588441503
626	0.07588254701
627	0.07587945911
628	0.07587516547
629	0.07586315976
630	0.07585671829
631	0.07584878116
632	0.07584368115
633	0.07583113217
634	0.07582181262
635	0.07581039005
636	0.07580244424
637	0.07579246832
638	0.07578217745
639	0.07576070508
640	0.07575066223
641	0.07574315463
642	0.07573586865
643	0.07573030338
644	0.07571866502
645	0.07570160992
646	0.07569343046
647	0.0756910871
648	0.07568310202
649	0.07567992031
650	0.07567199743
651	0.07566504442
652	0.07565991946
653	0.07563974277
654	0.07563815509
655	0.07563333568
656	0.07562019309
657	0.07561200555
658	0.07560185713
659	0.07558631734
660	0.07558533112
661	0.07557738107
662	0.07556966133
663	0.07556554804
664	0.07554819546
665	0.07553774103
666	0.07553010811
667	0.07552236491
668	0.07551665376
669	0.07551074312
670	0.07550960724
671	0.07550599606
672	0.07549709897
673	0.07548132329
674	0.07547894729
675	0.075472995
676	0.07547200653
677	0.07546822083
678	0.07544843789
679	0.07544732283
680	0.07543836141
681	0.07543440986
682	0.07542700255
683	0.07542610882
684	0.07542309204
685	0.07542222149
686	0.07541920551
687	0.07541554049
688	0.07541344046
689	0.07540971128
690	0.07540535479
691	0.07540448525
692	0.07540301151
693	0.07539598664
694	0.0753942103
695	0.0753884315
696	0.07538595566
697	0.07537926909
698	0.07537496743
699	0.07537359324
700	0.07536722935
701	0.0753589985
702	0.07535817079
703	0.07535292733
704	0.07534863169
705	0.07534615839
706	0.07534480557
707	0.07532992315
708	0.07532884791
709	0.07532093596
710	0.07531977322
711	0.07531573912
712	0.07530829152
713	0.07530579337
714	0.07529957336
715	0.07529588342
716	0.07529460711
717	0.07529378003
718	0.07529075468
719	0.07528684885
720	0.07528450751
721	0.0752799349
722	0.07527828907
723	0.07527618917
724	0.07527266701
725	0.07525795674
726	0.07524373994
727	0.07524100959
728	0.07523986878
729	0.07523758482
730	0.07522892115
731	0.07521570622
732	0.07520816342
733	0.07520205879
734	0.07519822923
735	0.07519253839
736	0.0751755626
737	0.07516679612
738	0.07514088843
739	0.07511803484
740	0.0750991016
741	0.07508513549
742	0.07506213282
743	0.07504244457
744	0.0750261199
745	0.07501213939
746	0.0749991291
747	0.07498803105
748	0.07496579145
749	0.07495664523
750	0.07493662424
751	0.07492851969
752	0.07491604395
753	0.07490129508
754	0.07488774064
755	0.07487043809
756	0.07485364741
757	0.07483909846
758	0.0748236796
759	0.0748082141
760	0.07480067292
761	0.07478799135
762	0.07478167401
763	0.07477742623
764	0.07477135951
765	0.07476733918
766	0.07475614576
767	0.07475132231
768	0.07474831602
769	0.07474625982
770	0.07473624561
771	0.07472930005
772	0.07472780437
773	0.07471661178
774	0.07470613427
775	0.07469292092
776	0.07468291219
777	0.07467315253
778	0.07466969987
779	0.07466177168
780	0.07465221608
781	0.07464759232
782	0.07464239093
783	0.07463877755
784	0.07462087562
785	0.0746136671
786	0.07460506007
787	0.07459141529
788	0.07457932949
789	0.07456970035
790	0.0745664035
791	0.07456141256
792	0.07455666956
793	0.07455223381
794	0.07454808571
795	0.07453914904
796	0.07453109952
797	0.07451917015
798	0.07451209744
799	0.07450222125
800	0.07449706978
801	0.07449246712
802	0.07448896141
803	0.07447833492
804	0.07446858097
805	0.07446435335
806	0.07445102767
807	0.07444813843
808	0.07443107263
809	0.07442824701
810	0.07442473562
811	0.0744154137
812	0.07440055412
813	0.07439675877
814	0.07439460679
815	0.07439071955
816	0.07437119403
817	0.07436775802
818	0.07434653028
819	0.07432802627
820	0.07431672279
821	0.07430056549
822	0.07429513736
823	0.0742851474
824	0.07427098408
825	0.07426662862
826	0.0742574704
827	0.07425388296
828	0.07424845831
829	0.07424262735
830	0.07423912004
831	0.07423662331
832	0.07422952568
833	0.07421856258
834	0.07421385329
835	0.0742041638
836	0.07419788748
837	0.07418307125
838	0.07417016564
839	0.07415772155
840	0.07415397421
841	0.07414159652
842	0.07413884258
843	0.07413114059
844	0.0741279281
845	0.07411708052
846	0.07410769003
847	0.07409991762
848	0.07409571801
849	0.07409282877
850	0.07408402216
851	0.07407445396
852	0.07406589193
853	0.07406093299
854	0.07405285708
855	0.07404861518
856	0.07404376395
857	0.07402313521
858	0.07400421106
859	0.07399363926
860	0.07398852787
861	0.07398464801
862	0.07397523561
863	0.07396219171
864	0.07395689783
865	0.07393902223
866	0.07392941744
867	0.07392323138
868	0.07391405453
869	0.07390761694
870	0.07389541118
871	0.07388781354
872	0.07387424984
873	0.07386331334
874	0.07385158975
875	0.07384489242
876	0.07383005974
877	0.07382773232
878	0.07381709807
879	0.07380919168
880	0.07379944248
881	0.07379401712
882	0.0737867893
883	0.07378026132
884	0.07377632304
885	0.07376922235
886	0.07375731739
887	0.07374022533
888	0.07373004006
889	0.07372290138
890	0.07371660002
891	0.07371253671
892	0.07370218845
893	0.07369457624
894	0.07369273233
895	0.07367481854
896	0.07366011247
897	0.0736528475
898	0.07363751531
899	0.07363179584
900	0.07362613667
901	0.07361859482
902	0.07360311949
903	0.0735897062
904	0.07358388188
905	0.07357811962
906	0.07357424064
907	0.07355554263
908	0.07355166568
909	0.07353990354
910	0.07353403834
911	0.07352365275
912	0.07351621711
913	0.07351299239
914	0.07350640286
915	0.07350038564
916	0.07349470287
917	0.07348303428
918	0.07347277178
919	0.07346207045
920	0.0734528623
921	0.07344532662
922	0.07343520339
923	0.0734197848
924	0.0734144475
925	0.07340936383
926	0.07339901943
927	0.07339411085
928	0.07338646438
929	0.07338145395
930	0.07336857996
931	0.07335912092
932	0.07335737007
933	0.07335450873
934	0.07335047327
935	0.07334512682
936	0.07333681166
937	0.07333063753
938	0.07332596535
939	0.07332390954
940	0.07332318927
941	0.07331509784
942	0.07330929552
943	0.07330029827
944	0.07329423387
945	0.07328846714
946	0.0732863473
947	0.07328016745
948	0.07327199988
949	0.07326800998
950	0.07326435355
951	0.07326347265
952	0.07326287555
953	0.07326102972
954	0.07325940209
955	0.07325380682
956	0.07325300326
957	0.07325180396
958	0.07324965988
959	0.0732465179
960	0.07324418071
961	0.07324015794
962	0.07323939287
963	0.07323774422
964	0.07322791166
965	0.07322710882
966	0.07322371219
967	0.07321910481
968	0.07321243341
969	0.073212435
970	0.07321191305
971	0.07320802123
972	0.07320583784
973	0.07320282259
974	0.07319774624
975	0.07319417502
976	0.07319154383
977	0.07319048938
978	0.07318846296
979	0.07318519348
980	0.07318175066
981	0.07318031263
982	0.07317490128
983	0.07317298709
984	0.07317233498
985	0.0731716435
986	0.07317091865
987	0.07317027912
988	0.07316486207
989	0.07316015796
990	0.07315494446
991	0.0731531679
992	0.07314509916
993	0.07314131095
994	0.07313982482
995	0.07313841672
996	0.07313781469
997	0.07313657567
998	0.07312957718
999	0.07312635948
